Round,Loss,Accuracy,Precision,Recall,F1
1,2.3928556938966117,0.24285714285714285,0.3976190476190476,0.475,0.4157142857142857
2,1.477625436253018,0.32857142857142857,0.4904761904761905,0.5517857142857143,0.5004761904761904
