Round,Loss,Accuracy,Precision,Recall,F1
1,2.971441388130188,0.325,0.4625,0.4863095238095238,0.4573809523809524
2,2.1130709101756415,0.30357142857142855,0.4657738095238096,0.5261904761904761,0.47452380952380957
