Round,Loss,Accuracy,Precision,Recall,F1
1,2.283005585273107,0.26071428571428573,0.41488095238095235,0.4666666666666666,0.4223809523809523
2,2.2484075559510126,0.25357142857142856,0.4142857142857143,0.47440476190476183,0.42607142857142855
