client,round,loss,accuracy,precision,recall,f1
4,1,0.6030764647892544,0.017857142857142856,0.33598639455782314,0.8994047619047618,0.4776615646258503
4,1,0.8312499497617994,0.060714285714285714,0.4011054421768707,0.9202380952380951,0.5378656462585033
