client,round,loss,accuracy,precision,recall,f1
0,1,0.5236895075866155,0.0035714285714285713,0.3449744897959184,0.9291666666666666,0.4928571428571429
0,1,0.47815908534186224,0.04285714285714286,0.40398809523809526,0.9351190476190475,0.5464455782312925
