client,round,loss,accuracy,precision,recall,f1
3,1,0.5324165940284729,0.010714285714285714,0.3525595238095238,0.925,0.4991666666666667
3,1,0.538540870802743,0.05357142857142857,0.3893792517006803,0.8857142857142857,0.5211479591836735
