client,round,loss,accuracy,precision,recall,f1
1,1,0.5537438477788653,0.03214285714285714,0.3629166666666667,0.9125,0.5042006802721088
1,1,0.5487303818975177,0.07142857142857142,0.414702380952381,0.894047619047619,0.5453911564625851
