client,round,loss,accuracy,precision,recall,f1
2,1,0.5225255514894213,0.014285714285714285,0.35309523809523813,0.9232142857142858,0.49739795918367347
2,1,0.6586194923945836,0.06428571428571428,0.4046173469387755,0.9029761904761904,0.5355357142857142
